frame;mark;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
7206;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7207;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7208;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7209;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7210;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7211;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7212;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7213;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7214;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7215;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7216;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7217;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7218;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7219;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7220;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7221;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7222;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7223;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7224;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7225;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7226;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7227;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7228;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7229;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7230;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7231;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7232;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7233;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7234;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7235;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7236;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7237;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7238;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7239;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7240;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7241;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7242;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7243;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7244;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7245;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7246;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7247;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7248;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7249;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7250;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7251;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7252;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7253;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7254;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7255;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7256;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7257;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7258;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7259;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7260;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7261;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7262;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7263;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7264;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7265;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7266;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7267;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7268;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7269;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7270;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7271;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7272;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7273;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7274;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7275;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7276;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7277;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7278;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7279;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7280;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7281;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7282;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7283;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7284;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7285;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7286;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7287;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7288;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7289;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7290;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7291;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7292;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7293;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7294;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7295;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7296;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7297;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7298;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7299;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7300;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7301;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7302;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7303;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7304;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7305;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7306;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7307;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7308;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7309;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7310;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7311;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7312;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7313;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
7314;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7315;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7316;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7317;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7318;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7319;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7320;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7321;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7322;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7323;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7324;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7325;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7326;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7327;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7328;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
7329;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7330;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7331;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7332;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7333;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7334;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7335;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7336;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7337;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7338;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7339;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7340;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7341;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7342;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7343;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7344;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7345;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7346;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7347;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7348;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7349;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7350;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7351;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7352;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7353;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7354;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7355;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7356;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7357;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7358;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7359;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7360;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7361;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7362;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7363;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
7364;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7365;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7366;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7367;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
7368;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7369;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7370;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7371;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7372;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7373;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7374;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7375;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7376;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7377;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7378;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7379;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7380;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7381;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7382;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7383;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7384;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7385;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7386;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7387;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7388;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7389;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7390;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7391;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7392;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7393;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7394;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7395;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7396;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7397;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7398;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7399;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7400;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7401;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7402;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7403;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7404;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7405;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7406;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7407;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7408;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7409;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7410;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7411;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7412;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7413;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7414;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7415;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
7416;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7417;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7418;4;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7419;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7420;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7421;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7422;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7423;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7424;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7425;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7426;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7427;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7428;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7429;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7430;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7431;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7432;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7433;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7434;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7435;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7436;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7437;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7438;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7439;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7440;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7441;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7442;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7443;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
7444;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
7445;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
7446;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7447;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7448;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7449;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7450;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7451;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7452;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7453;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7454;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7455;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7456;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7457;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7458;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7459;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7460;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7461;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7462;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7463;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7464;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7465;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7466;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7467;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7468;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7469;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7470;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7471;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7472;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7473;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7474;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7475;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7476;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7477;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7478;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7479;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7480;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7481;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7482;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7483;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7484;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7485;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7486;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7487;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7488;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7489;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7490;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7491;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7492;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7493;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7494;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7495;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7496;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7497;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7498;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7499;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7500;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7501;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7502;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7503;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7504;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7505;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7506;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7507;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7508;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7509;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7510;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7511;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7512;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7513;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7514;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7515;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7516;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7517;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7518;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7519;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7520;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7521;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7522;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7523;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7524;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7525;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
7526;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7527;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7528;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7529;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7530;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7531;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7532;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7533;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7534;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
7535;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7536;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7537;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7538;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7539;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7540;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7541;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7542;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7543;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
